date,Rt_median,Rt_5%ile,Rt_25%ile,Rt_75%ile,Rt_95%ile,hosp_median,hosp_5%ile,hosp_25%ile,hosp_75%ile,hosp_95%ile,icu_median,icu_5%ile,icu_25%ile,icu_75%ile,icu_95%ile
2023-06-08,1.014,0.846,0.949,1.074,1.168,2.581,0.000,0.000,13.061,28.930,0.006,0.000,0.000,6.440,15.619
2023-06-09,1.015,0.841,0.949,1.078,1.176,2.553,0.000,0.000,13.065,28.937,0.006,0.000,0.000,6.440,15.618
2023-06-10,1.017,0.835,0.948,1.082,1.184,2.550,0.000,0.000,13.080,28.918,0.007,0.000,0.000,6.440,15.618
2023-06-11,1.019,0.832,0.947,1.086,1.191,2.531,0.000,0.000,13.071,28.914,0.007,0.000,0.000,6.441,15.617
2023-06-12,1.021,0.828,0.948,1.090,1.199,2.515,0.000,0.000,13.070,28.918,0.005,0.000,0.000,6.441,15.617
2023-06-13,1.023,0.824,0.946,1.094,1.208,2.521,0.000,0.000,13.062,28.939,0.005,0.000,0.000,6.441,15.616
2023-06-14,1.024,0.821,0.946,1.098,1.218,2.513,0.000,0.000,13.052,28.982,0.006,0.000,0.000,6.440,15.616
2023-06-15,1.025,0.818,0.945,1.102,1.225,2.495,0.000,0.000,13.041,29.027,0.007,0.000,0.000,6.439,15.615
2023-06-16,1.027,0.813,0.946,1.106,1.232,2.503,0.000,0.000,13.048,29.075,0.008,0.000,0.000,6.438,15.615
2023-06-17,1.029,0.808,0.945,1.109,1.240,2.517,0.000,0.000,13.060,29.119,0.009,0.000,0.000,6.437,15.614
2023-06-18,1.030,0.802,0.943,1.115,1.247,2.545,0.000,0.000,13.069,29.074,0.009,0.000,0.000,6.436,15.613
2023-06-19,1.031,0.797,0.944,1.119,1.255,2.542,0.000,0.000,13.126,29.026,0.009,0.000,0.000,6.435,15.613
2023-06-20,1.032,0.792,0.941,1.124,1.263,2.554,0.000,0.000,13.113,28.978,0.009,0.000,0.000,6.434,15.612
2023-06-21,1.033,0.787,0.941,1.126,1.268,2.562,0.000,0.000,13.136,29.006,0.009,0.000,0.000,6.433,15.612
2023-06-22,1.034,0.785,0.940,1.129,1.274,2.559,0.000,0.000,13.121,29.056,0.008,0.000,0.000,6.433,15.612
2023-06-23,1.035,0.784,0.940,1.131,1.277,2.561,0.000,0.000,13.150,29.025,0.007,0.000,0.000,6.434,15.611
2023-06-24,1.036,0.783,0.940,1.133,1.278,2.547,0.000,0.000,13.176,29.028,0.005,0.000,0.000,6.434,15.611
2023-06-25,1.037,0.784,0.941,1.134,1.279,2.541,0.000,0.000,13.215,29.086,0.004,0.000,0.000,6.434,15.611
2023-06-26,1.039,0.785,0.942,1.135,1.280,2.547,0.000,0.000,13.272,29.158,0.002,0.000,0.000,6.434,15.611
2023-06-27,1.040,0.786,0.943,1.136,1.280,2.556,0.000,0.000,13.303,29.211,-0.000,0.000,0.000,6.434,15.611
2023-06-28,1.041,0.787,0.944,1.137,1.280,2.573,0.000,0.000,13.316,29.218,0.001,0.000,0.000,6.436,15.611
2023-06-29,1.042,0.788,0.945,1.138,1.281,2.602,0.000,0.000,13.353,29.310,0.003,0.000,0.000,6.438,15.618
